hero_x,hero_y,cnt
LILANDRA NERAMANI [S,HAVOK/ALEX SUMMERS ,14
CROSSBONES/BROCK BIN,MOTHER NIGHT/SUSAN S,14
CANNONBALL II/SAM GU,STRONG GUY/GUIDO CAR,14
"HUDSON, HEATHER",PSYLOCKE/ELISABETH B,14
CAPTAIN AMERICA,NIGHTHAWK II/KYLE RI,14
VISION ,NOVA II/FRANKIE RAYE,14
"WISDOM, PETER",CANNONBALL II/SAM GU,14
WOLVERINE/LOGAN ,SPIDER-WOMAN II/JULI,14
"GATOR, LORD",MAN-BEAST,14
THUNDERSTRIKE/ERIC K,STELLARIS/LEAH PRINC,14
THOR/DR. DONALD BLAK,IRON MAN V/TEEN TONY,14
GHOST RIDER II/JOHNN,DR. STRANGE/STEPHEN ,14
LEADER/SAM STERNS,ROCK/SAMUEL JOHN ROC,14
SILVER SURFER/NORRIN,MORG,14
MAGNUS,SPIDER-WOMAN/JESSICA,14
KINGPIN/WILSON FISK,TURK,14
QUICKSILVER/PIETRO M,"RAM, SIR",14
CAPTAIN AMERICA,PUFF ADDER,14
APOCALYPSE/EN SABAH ,CANNONBALL II/SAM GU,14
INVISIBLE WOMAN/SUE ,GEE/ALEX POWER,14
STORM/ORORO MUNROE S,"FORRESTER, CAPT. ALE",14
TIGRA/GREER NELSON,SPIDER-MAN/PETER PAR,14
JUBILEE/JUBILATION L,MARROW/SARAH ,14
"URICH, BEN","ELLIS, KEN",14
APOCALYPSE/EN SABAH ,GAMBIT/REMY LEBEAU ,14
BLACK PANTHER/T'CHAL,GORGON [INHUMAN],14
VISION ,NORTHSTAR/JEAN-PAUL ,14
HERCULES [GREEK GOD],UATU,14
MAGUS,INVISIBLE WOMAN/SUE ,14
CAPTAIN AMERICA,MAGUS,14
IRON FIST/DANIEL RAN,CAPTAIN AMERICA,14
"VERMIN, LADY","RAM, SIR",14
LIBRA/GUSTAV BRANDT,THOR/DR. DONALD BLAK,14
NOMAD III/JACK MONRO,MOONSTONE II/KARLA S,14
STORM/ORORO MUNROE S,MOONDRAGON/HEATHER D,14
TESSA,WOLVERINE/LOGAN ,14
SCARLET WITCH/WANDA ,DR. SPECTRUM/JOSEPH ,14
"COOPER, DR. VALERIE",GAMBIT/REMY LEBEAU ,14
JUGGERNAUT/CAIN MARK,BEAST/HENRY &HANK& P,14
RAZA LONGKNIFE,SHADOWCAT/KATHERINE ,14
THUNDERSTRIKE/ERIC K,"STONE, LT. MARCUS",14
BLACK PANTHER/T'CHAL,CYCLOPS/SCOTT SUMMER,14
"NORRISS, JACK",RED GUARDIAN III/DR.,14
"VERMIN, LADY","GATOR, LORD",14
SILVER SURFER/NORRIN,NIGHTHAWK II/KYLE RI,14
MULTIPLE MAN/JAMES A,SUNSPOT/ROBERTO DACO,14
"GATOR, LORD",QUICKSILVER/PIETRO M,14
THING/BENJAMIN J. GR,IRON MAN IV/JAMES R.,14
"WATSON-PARKER, MARY ","RAVEN, LT. JACOB",14
"STACY, JILL","ROBERTSON, RANDY",14
"SUEE, FAH LO",FU MANCHU,14
"BROMWELL, DR.",SPIDER-MAN/PETER PAR,14
MAGNETO/MAGNUS/ERIC ,SELENE,14
ICE-MAN | MUTANT X-V,CAPTAIN AMERICA | MU,14
"HUDSON, HEATHER",HAVOK/ALEX SUMMERS ,14
PUCK/EUGENE MILTON J,BLACK KNIGHT V/DANE ,14
TITANIA II/MARY SKEE,THOR/DR. DONALD BLAK,14
ANT-MAN/DR. HENRY J.,SWORDSMAN III/PHILIP,14
RED GUARDIAN III/DR.,SERGEI,14
INVISIBLE WOMAN/SUE ,COUNTERWEIGHT II/KAT,14
MAGNETO/MAGNUS/ERIC ,MOLECULE MAN/OWEN RE,14
JOSEPH,CANNONBALL II/SAM GU,14
HULK/DR. ROBERT BRUC,MOON KNIGHT/MARC SPE,14
MYSTIQUE/RAVEN DARKH,CRIMSON COMMANDO/FRA,14
SASQUATCH/WALTER LAN,THUNDERSTRIKE/ERIC K,14
WOLFSBANE/RAHNE SINC,EMPATH/MANUEL ALFONS,14
AURORA/JEANNE-MARIE ,CAPTAIN AMERICA,14
"STUART, DR. ALISTAIR","THOMAS, COMMANDER DA",14
BLACK PANTHER/T'CHAL,JUSTICE II/VANCE AST,14
INVISIBLE WOMAN/SUE ,GAMBIT/REMY LEBEAU ,14
JUBILEE/JUBILATION L,BOOMER/TABITHA SMITH,14
PUCK/EUGENE MILTON J,"CLARKE, GENERAL JERE",14
SASQUATCH/WALTER LAN,MAGUS,14
NORTHSTAR/JEAN-PAUL ,INVISIBLE WOMAN/SUE ,14
MAGNETO/MAGNUS/ERIC ,SUB-MARINER/NAMOR MA,14
WOLVERINE/LOGAN ,MAGUS,14
DAREDEVIL/MATT MURDO,KARNAK [INHUMAN],14
RECORDER II,SPIDER-WOMAN II/JULI,14
IRON FIST/DANIEL RAN,THENA,14
HUMAN TORCH/JOHNNY S,DEVLOR,14
MAKKARI/MIKE KHARY/I,MOONDRAGON/HEATHER D,14
HUMAN TORCH/JOHNNY S,GAMBIT/REMY LEBEAU ,14
MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,14
"LEEDS, BETTY BRANT","STACY, CAPT. GEORGE",14
GORGON [INHUMAN],DR. DOOM/VICTOR VON ,14
SCANNER II,QUICKSILVER/PIETRO M,14
PIPELINE/CORMICK GRI,"RANSOME, JENNIFER AM",14
INVISIBLE WOMAN/SUE ,STRONG GUY/GUIDO CAR,14
GORGON [INHUMAN],DAREDEVIL/MATT MURDO,14
COLLECTOR/TANELEER T,IRON MAN/TONY STARK ,14
MAN-BEAST,QUICKSILVER/PIETRO M,14
MOONDRAGON/HEATHER D,PSYLOCKE/ELISABETH B,14
SWORDSMAN III/PHILIP,QUICKSILVER/PIETRO M,14
"KAFKA, DR. ASHLEY",VERMIN/EDWARD WHELAN,14
"LEEDS, BETTY BRANT","ELLIS, KEN",14
"DRAKE, WILLIAM ROBER",ICEMAN/ROBERT BOBBY ,14
NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,14
�GAMORA,SILVER SURFER/NORRIN,14
"LEEDS, BETTY BRANT","ROBERTSON, RANDY",14
UNION JACK/LORD MONT,TORO/TOM RAYMOND,14
�GAMORA,THING/BENJAMIN J. GR,14
MOONDRAGON/HEATHER D,NOVA/RICHARD RIDER,14
RAVONNA LEXUS RENSLA,THOR/DR. DONALD BLAK,14
INVISIBLE WOMAN/SUE ,"JONES, RICHARD MILHO",14
MAGUS,VISION ,14
"SLOAN, DR.","KANE, MARCY/KAINA",14
MAGUS,PIP/PRINCE GOFERN,14
VISION ,PIP/PRINCE GOFERN,14
NOMAD III/JACK MONRO,CITIZEN V II/HELMUT ,14
MOLECULE MAN/OWEN RE,ROGUE /,14
PILEDRIVER II/BRIAN ,HULK/DR. ROBERT BRUC,14
GORGON [INHUMAN],CAPTAIN AMERICA,14
"HAMMER, JUSTIN",WHIPLASH/MARK SCARLO,14
SLEEPWALKER,RAMBO,14
"CANTOR, VERA",CYCLOPS/SCOTT SUMMER,14
FIREFIST/RUSTY COLLI,"TILBY, TRISH/PATRICI",14
HAVOK/ALEX SUMMERS ,CAPTAIN AMERICA | MU,14
"ROM, SPACEKNIGHT","JONES, RICHARD MILHO",14
PSYLOCKE/ELISABETH B,SUNSPOT/ROBERTO DACO,14
FIRESTAR/ANGELICA JO,BEAST/HENRY &HANK& P,14
ANT-MAN/DR. HENRY J.,NOVA/RICHARD RIDER,14
EMPATH/MANUEL ALFONS,CANNONBALL II/SAM GU,14
"STEELE, MARCY MASTER","STEELE, BOBBY",14
GAMBIT/REMY LEBEAU ,ANT-MAN/DR. HENRY J.,14
NOVA/RICHARD RIDER,BOLT II/CHRIS BRADLE,14
DAGGER/TANDY BOWEN,COUNTERWEIGHT II/KAT,14
GOLDEN ARCHER II/WYA,TOM THUMB/THOMAS THO,14
LIZARD/DR. CURTIS CO,HUMAN TORCH/JOHNNY S,14
NOVA/RICHARD RIDER,DIAMONDHEAD/DYKER,14
SPIDER-MAN/PETER PAR,WARLOCK II/ADAM WARL,14
LIVING LIGHTNING/MIG,WOLVERINE/LOGAN ,14
"ROBERTSON, RANDY","URICH, BEN",14
SCARLET WITCH/WANDA ,POLARIS/LORNA DANE,14
MAGIK/ILLYANA RASPUT,"HUNTER, STEVIE",14
SILVER SURFER/NORRIN,STORM/ORORO MUNROE S,13
PENANCE/MONET ST. CR,GAIA,13
THUNDERSTRIKE/ERIC K,HEIMDALL [ASGARDIAN],13
SELENE,COLOSSUS II/PETER RA,13
BLACK WIDOW/NATASHA ,"CARSON, LT. PAUL",13
ROUGHHOUSE,WOLVERINE/LOGAN ,13
"DILLON, BERNIE",NOVA/RICHARD RIDER,13
DR. DOOM/VICTOR VON ,UATU,13
PHARAOH RAMA-TUT,CRYSTAL [INHUMAN],13
"VOGHT, AMELIA",CARGIL/JOANNA CARGIL,13
HILDY [ASGARDIAN],HEIMDALL [ASGARDIAN],13
KINGO SUNEN [ETERNAL,IKARIS/IKE HARRIS [E,13
NAMORITA/NITA PRENTI,WASP/JANET VAN DYNE ,13
MAGDALENE/MARISSA DA,VISION ,13
BLACK MAMBA/TANYA SE,COBRA/KLAUS VORHEES,13
ROULETTE II/JENNY ST,EMPATH/MANUEL ALFONS,13
ROGUE /,MAGUS,13
KOFI [KYMELLIAN],"POWER, MARGARET",13
AURORA/JEANNE-MARIE ,STORM/ORORO MUNROE S,13
THOR/DR. DONALD BLAK,LIZARD/DR. CURTIS CO,13
USAGENT/CAPTAIN JOHN,THING/BENJAMIN J. GR,13
"CARTER, PEGGY",REDWING,13
MAGUS,WONDER MAN/SIMON WIL,13
JACKAL/MILES WARREN,SPIDERCIDE,13
DAGGER/TANDY BOWEN,COUNTERWEIGHT/JACK P,13
"CARTER, PEGGY",SERSI/SYLVIA,13
"MACON, ANGELO","REESE, MURRAY",13
QUASAR III/WENDELL V,ROGUE /,13
MAGUS,SCARLET WITCH/WANDA ,13
KILLRAVEN/JONATHAN R,GROK,13
JACKAL/MILES WARREN,"STACY, GWEN",13
"JACKSON, ANDREW JOCK","STONE, LT. MARCUS",13
"FIELSTEIN, FIREWORKS","STONE, LT. MARCUS",13
PILEDRIVER II/BRIAN ,NIGHTCRAWLER/KURT WA,13
"TRAVELLER, DR. JUDAS","WATSON-PARKER, MARY ",13
IRON MAN V/TEEN TONY,VISION ,13
DRAX/ARTHUR DOUGLAS,HERCULES [GREEK GOD],13
WHITE WOLF/HUNTER,BLACK PANTHER/T'CHAL,13
ZURI,MALICE V/NAKIA,13
MARRINA/MARRINA SMAL,BLACK KNIGHT V/DANE ,13
QUICKSILVER/PIETRO M,UATU,13
"ROM, SPACEKNIGHT","LOCKLIN, GENERAL MER",13
BLACKOUT II/,GHOST RIDER III/DAN ,13
AMPHIBIAN/KINGLEY RI,DR. SPECTRUM/JOSEPH ,13
VISION ,LADY LARK/LINDA LEWI,13
NAMORITA/NITA PRENTI,"WING, COLLEEN",13
"ROBERTSON, JOE","YIN, ANGELA",13
SPIDER-MAN III/MARTH,SPIDER-MAN/PETER PAR,13
POPPA WHEELER,"MCGRILL, MARY",13
TOM THUMB/THOMAS THO,LADY LARK/LINDA LEWI,13
PHARAOH RAMA-TUT,BLACK WIDOW/NATASHA ,13
MAGUS,STRONG GUY/GUIDO CAR,13
PHARAOH RAMA-TUT,HULK/DR. ROBERT BRUC,13
MASTER MAN/WILHELM L,HUMAN TORCH ANDROID/,13
"TYGER, LORD","URSULA, LADY",13
JACKAL/MILES WARREN,KAINE,13
"JACKSON, ANDREW JOCK","RUIZ, RIGGER",13
QUASAR III/WENDELL V,SANDMAN/WILLIAM BAKE,13
BLACK KNIGHT V/DANE ,ANT-MAN II/SCOTT HAR,13
DOC SAMSON/DR. LEONA,IRON MAN/TONY STARK ,13
IRON MAN V/TEEN TONY,WASP/JANET VAN DYNE ,13
MAGUS,SHE-HULK/JENNIFER WA,13
AMPHIBIAN/KINGLEY RI,HYPERION,13
MARRINA/MARRINA SMAL,CAPTAIN MARVEL II/MO,13
"JACKSON, ANDREW JOCK","RASSITANO, MAD DOG",13
SPIDER-MAN CLONE/BEN,JUSTICE II/VANCE AST,13
KINGO SUNEN [ETERNAL,MAKKARI/MIKE KHARY/I,13
MAGUS,STORM/ORORO MUNROE S,13
MAGMA/AMARA AQUILLA/,EMPATH/MANUEL ALFONS,13
MAGMA/AMARA AQUILLA/,NIGHTCRAWLER/KURT WA,13
AVALANCHE/DOMINIC PE,COLOSSUS II/PETER RA,13
ZURI,"LYNNE, MONICA",13
SPIDER-MAN/PETER PAR,HELLCAT/PATSY WALKER,13
INVISIBLE WOMAN/SUE ,LIGHTSPEED/JULIE POW,13
"CAGE, LUKE/CARL LUCA",THENA,13
SPIDER-MAN III/MARTH,SPIDER-WOMAN/JESSICA,13
CLOAK/TYRONE JOHNSON,COUNTERWEIGHT II/KAT,13
KINGO SUNEN [ETERNAL,SERSI/SYLVIA,13
WHITE WOLF/HUNTER,"ROSS, EVERETT KENNET",13
"MACTAGGERT, MOIRA KI","CAMPBELL, DR. RORY",13
"KINCAID, DR. KEITH","KINCAID, DR. JANE FO",13
CATSEYE/SHARON SMITH,JETSTREAM/HAROUD IBN,13
DR. DRUID/ANTHONY LU,MOONDRAGON/HEATHER D,13
INVISIBLE WOMAN/SUE ,"PARKER, MAY",13
SPIRAL,COLOSSUS II/PETER RA,13
MS. MARVEL II/SHARON,ARON [WATCHER],13
FERAL/MARIA CALLASAN,GIDEON,13
ULYSSES II,PARIS,13
ANAK,HIGH EVOLUTIONARY/HE,13
SPIDER-MAN/PETER PAR,JACK O'LANTERN II/MA,13
FORGOTTEN ONE/GILGAM,KARKAS [DEVIANT],13
INVISIBLE WOMAN/SUE ,"POWER, DR. JIM",13
HAVOK/ALEX SUMMERS ,FATALE/PAMELA GREENW,13
WOLVERINE/LOGAN ,GLADIATOR II,13
HAROKIN [ASGARDIAN],VOLSTAGG,13
ANACONDA/BLANCHE SIT,PUFF ADDER,13
MAGIK/ILLYANA RASPUT,LILANDRA NERAMANI [S,13
SIF,EXECUTIONER II/SKURG,13
WOLVERINE/LOGAN ,PYRO/ALLERDYCE JOHNN,13
MARROW/SARAH ,JOSEPH,13
MALEKITH/MALCOLM KEI,BALDER [ASGARDIAN],13
"ROYCE, JENNIE","KNIGHT, MISTY",13
MAKKARI/MIKE KHARY/I,"TANAKA, KENJIRO",13
FIRESTAR/ANGELICA JO,BLACK PANTHER/T'CHAL,13
GAIA,BANSHEE/SEAN CASSIDY,13
TAGAR,HIGH EVOLUTIONARY/HE,13
DR. DRUID/ANTHONY LU,THUNDERSTRIKE/ERIC K,13
SIRYN/THERESA ROURKE,BANSHEE/SEAN CASSIDY,13
PLAGUE,ANGEL/WARREN KENNETH,13
FIREFIST/RUSTY COLLI,APOCALYPSE/EN SABAH ,13
CLOAK/TYRONE JOHNSON,PUNISHER II/FRANK CA,13
IRON MAN/TONY STARK ,IRON MAN III/EDDIE M,13
HERCULES [GREEK GOD],DARKHAWK/CHRIS POWEL,13
SUB-MARINER/NAMOR MA,NORTHSTAR/JEAN-PAUL ,13
IRON MAN/TONY STARK ,"HSU, CHEN",13
HAROKIN [ASGARDIAN],THOR/DR. DONALD BLAK,13
BLACK BOLT/BLACKANTO,UATU,13
"BLAKE, BECKY","GLENN, HEATHER",13
BLACK KNIGHT V/DANE ,SPIDER-WOMAN II/JULI,13
M'SHULLA,GROK,13
MAGIK/ILLYANA RASPUT,EMPATH/MANUEL ALFONS,13
HAROKIN [ASGARDIAN],HOGUN [ASGARDIAN],13
"AUSTIN, SUSAN","SAPRISTI, JERRY",13
QUICKSILVER/PIETRO M,"GYRICH, HENRY PETER",13
HAWK,ARAGORN,13
GRIM REAPER/ERIC WIL,HAWK,13
CERISE II [SHI'AR],CAPTAIN BRITAIN/BRIA,13
"WATSON-PARKER, MARY ",DELILAH,13
DR. DOOM/VICTOR VON ,THANOS,13
DR. DRUID/ANTHONY LU,COLOSSUS II/PETER RA,13
HAVOK/ALEX SUMMERS ,ELEKTRA | MUTANT X-V,13
IRON MAN/TONY STARK ,EBONY,13
BLACK KNIGHT V/DANE ,SASQUATCH/WALTER LAN,13
CYPHER/DOUG RAMSEY,BRIGHTWIND,13
"ROBERTSON, JOE",SHA SHAN,13
OZYMANDIAS,APOCALYPSE/EN SABAH ,13
MS. MARVEL II/SHARON,DR. DOOM/VICTOR VON ,13
CERISE II [SHI'AR],SHADOWCAT/KATHERINE ,13
KRO [DEVIANT],GHAUR [DEVIANT],13
THUNDERSTRIKE/ERIC K,"JARVIS, EDWIN ",13
EBONY,"RICHARDS, FRANKLIN B",13
VALINOR,BLACK KNIGHT V/DANE ,13
PERSUASION/KARA KILL,WINDSHEAR/COLIN ASHW,13
MASTERMIND/JASON WYN,NIGHTCRAWLER/KURT WA,13
CHARCOAL/CHARLIE BUR,MAN-KILLER/KATRINA L,13
QUASAR III/WENDELL V,NAMORITA/NITA PRENTI,13
MAGIK/ILLYANA RASPUT,BLACK KING/SEBASTIAN,13
CYPHER/DOUG RAMSEY,EMPATH/MANUEL ALFONS,13
INVISIBLE WOMAN/SUE ,PSI-LORD/FRANKLIN BE,13
SCREAMING MIMI/MELIS,SCARLET WITCH/WANDA ,13
ATTUMA,CAPTAIN AMERICA,13
STARFOX/EROS,THUNDERSTRIKE/ERIC K,13
GAMBIT/REMY LEBEAU ,MR. SINISTER/NATHAN ,13
PLUTO [OLYMPIAN],ODIN [ASGARDIAN],13
DRAX/ARTHUR DOUGLAS,CAPTAIN MARVEL III/G,13
SELENE,MAGIK/ILLYANA RASPUT,13
SUB-MARINER/NAMOR MA,"RICHARDS, FRANKLIN B",13
BLACK CAT/FELICIA HA,"DEWOLFF, JEAN",13
GORGON [INHUMAN],UATU,13
UNUS THE UNTOUCHABLE,PROFESSOR X/CHARLES ,13
GALACTUS/GALAN,CAPTAIN MARVEL II/MO,13
"MARRS, DESMOND","ALEXANDER, CARRIE",13
VISION ,STINGRAY/DR. WALTER ,13
ROULETTE II/JENNY ST,JETSTREAM/HAROUD IBN,13
"DAMIAN, MARGO",KARKAS [DEVIANT],13
MR. FANTASTIC/REED R,THUNDERBALL/DR. ELIO,13
DEADPOOL/JACK/WADE W,BOOMER/TABITHA SMITH,13
SIF,SETH II,13
"MACON, ANGELO","COLE, WADE",13
"PAGE, KAREN","NELSON, DEBBIE HARRI",13
QUICKSILVER/PIETRO M,LIVING LIGHTNING/MIG,13
IRON MAN/TONY STARK ,LIVING LASER/ARTHUR ,13
IRON MAN/TONY STARK ,LOCKJAW [INHUMAN],13
BALDER [ASGARDIAN],"SAPRISTI, JERRY",13
"PAGE, KAREN","O'BREEN, GLORIANNA",13
"STEELE, MARCY MASTER",BLOODAXE/JACKIE LUKU,13
"ROSEN, WALTER",NAMORITA/NITA PRENTI,13
"ROSEN, WALTER",FIRESTAR/ANGELICA JO,13
UNUS THE UNTOUCHABLE,MARVEL GIRL/JEAN GRE,13
PLUTO [OLYMPIAN],HERCULES [GREEK GOD],13
�GAMORA,HUMAN TORCH/JOHNNY S,13
HERCULES [GREEK GOD],VIZIER,13
QUICKSILVER/PIETRO M,IRON MAN V/TEEN TONY,13
TIMESLIP/RINA PATEL,HINDSIGHT LAD/CARLTO,13
ANACONDA/BLANCHE SIT,BUSHMASTER II/QUINCY,13
ROGUE /,SPIDER-WOMAN II/JULI,13
SPIDER-MAN CLONE/BEN,SPEEDBALL II/DARRION,13
WOLVERINE/LOGAN ,"PIERCE, DONALD",13
BIG MAN/FREDERICK FO,"OSBORN, HARRY",13
"TILBY, TRISH/PATRICI","MADDICKS, ARTHUR ART",13
SPIDER-MAN CLONE/BEN,SCRIER II/,13
GAMBIT | MUTANT X-VE,BLOODSTORM | MUTANT ,13
�GAMORA,HULK/DR. ROBERT BRUC,13
STORM/ORORO MUNROE S,GLADIATOR II,13
MACHINE MAN/X-51,SHE-HULK/JENNIFER WA,13
ROGUE /,"RICHARDS, FRANKLIN B",13
STORM/ORORO MUNROE S,DRAX/ARTHUR DOUGLAS,13
BLACK KNIGHT V/DANE ,MARVEL GIRL/JEAN GRE,13
INVISIBLE WOMAN/SUE ,SERSI/SYLVIA,13
GORGON [INHUMAN],SILVER SURFER/NORRIN,13
SIF,KRISTA,13
DRAX/ARTHUR DOUGLAS,ANGEL/WARREN KENNETH,13
"DIAMOND, BOB","WING, COLLEEN",13
THING/BENJAMIN J. GR,SPIDER-WOMAN II/JULI,13
PILEDRIVER II/BRIAN ,HUMAN TORCH/JOHNNY S,13
VISION ,EBONY,13
SPEEDBALL/ROBBIE BAL,HULK/DR. ROBERT BRUC,13
MYSTIQUE/RAVEN DARKH,WOLFSBANE/RAHNE SINC,13
POWER PRINCESS/ZARDA,TOM THUMB/THOMAS THO,13
HAVOK/ALEX SUMMERS ,MOONDRAGON/HEATHER D,13
"DUGAN, TIMOTHY ALOYI","PIERCE, ALEXANDER GO",13
CRUCIBLE/BYRON CALLE,SLITHER,13
BUSHMASTER II/QUINCY,COBRA/KLAUS VORHEES,13
BLACK KING/SEBASTIAN,SHADOWCAT/KATHERINE ,13
HOBGOBLIN V/JASON PH,VULTURE/ADRIAN TOOME,13
"ROSS, GEN. THADDEUS ",THING/BENJAMIN J. GR,13
MARVEL GIRL/JEAN GRE,MAGUS,13
MANDARIN,SCARLET WITCH/WANDA ,13
INVISIBLE WOMAN/SUE ,FALCON/SAM WILSON,13
HERMOD [ASGARDIAN],VOLSTAGG,13
PHOENIX III/RACHEL S,MAGNETO/MAGNUS/ERIC ,13
ACHILLES II/HELMUT,HULK/DR. ROBERT BRUC,13
PHOENIX III/RACHEL S,MARVEL GIRL/JEAN GRE,13
BUSHMASTER II/QUINCY,ASP II/CLEO,13
"WATSON-PARKER, MARY ",SCRIER II/,13
WOLVERINE/LOGAN ,STRYFE,13
QUICKSILVER/PIETRO M,"RICHARDS, FRANKLIN B",13
"GRANT, SILAS",BALDER [ASGARDIAN],13
BLACK WIDOW/NATASHA ,JUSTICE II/VANCE AST,13
MYSTIQUE/RAVEN DARKH,WILD CHILD/KYLE GIBN,13
"PARKER, MAY","PARKER, BEN",13
"GRANT, GLORIA GLORY","LOBO, EDUARDO",13
POLARIS/LORNA DANE,HUMAN TORCH/JOHNNY S,13
MADAME WEB/CASSANDRA,SPIDER-MAN/PETER PAR,13
ZEMO/BARON HEINRICH ,CAPTAIN AMERICA,13
BLACK GOLIATH/DR. WI,ANT-MAN/DR. HENRY J.,13
"ROBERTSON, AMANDA","ROBERTSON, MARTHA",13
SILVER SURFER/NORRIN,HERCULES [GREEK GOD],13
"GRANT, GLORIA GLORY",KINGPIN/WILSON FISK,13
BISHOP /,FORGE,13
MANTIS/? BRANDT,LIBRA/GUSTAV BRANDT,13
BLACK PANTHER/T'CHAL,KARNAK [INHUMAN],13
FIREBIRD/BONITA JUAR,SCARLET WITCH/WANDA ,13
IRON MAN/TONY STARK ,"STARK, MORGAN",13
"PARKER, MAY",CAPTAIN AMERICA,13
THUNDERBALL/DR. ELIO,NIGHTCRAWLER/KURT WA,13
BUSHMASTER II/QUINCY,RATTLER,13
BLACK PANTHER/T'CHAL,HUNTARA/MARY ELIZABE,13
BULLDOZER/HENRY CAMP,HULK/DR. ROBERT BRUC,13
"ZARRKO, ARTHUR",SUB-MARINER/NAMOR MA,13
"WATSON-PARKER, MARY ","STACY, GWEN (CLONE)",13
"PARKER, MAY","AVRIL, SALLY",13
ROGUE /,ABSORBING MAN/CARL C,13
SIRYN/THERESA ROURKE,ICEMAN/ROBERT BOBBY ,13
MANDARIN,CAPTAIN AMERICA,13
ETERNITY/ADAM QADMON,CAPTAIN AMERICA,13
MANDARIN,"HSU, CHEN",13
MAGNETO/MAGNUS/ERIC ,BLOB/FRED J. DUKES,13
CLOAK/TYRONE JOHNSON,GEE/ALEX POWER,13
AJAX,PARIS,13
HAVOK/ALEX SUMMERS ,MR. FANTASTIC/REED R,13
MANDARIN,"HOGAN, HAROLD J. HAP",13
SUB-MARINER/NAMOR MA,"MASTERS, ALICIA REIS",13
AURORA/JEANNE-MARIE ,CYCLOPS/SCOTT SUMMER,13
ETERNITY/ADAM QADMON,CLEA,13
SUPER SABRE/MARTIN F,BLOB/FRED J. DUKES,13
MAGNETO/MAGNUS/ERIC ,IRON MAN IV/JAMES R.,13
GALACTUS/GALAN,"RICHARDS, FRANKLIN B",13
TOPAZ,"COWEN, BUCK",13
MARVEL GIRL/JEAN GRE,"CANTOR, VERA",13
USAGENT/CAPTAIN JOHN,DARKHAWK/CHRIS POWEL,13
DR. DRUID/ANTHONY LU,RAVONNA LEXUS RENSLA,13
MARVEL GIRL/JEAN GRE,GAUNTLET,13
THUNDERBIRD II/JAMES,COLOSSUS II/PETER RA,13
SPIRAL,LONGSHOT,13
SUNSPOT/ROBERTO DACO,LILANDRA NERAMANI [S,13
SILHOUETTE,RAGE/ELVIN DARYL HAL,13
TIGRA/GREER NELSON,WOLVERINE/LOGAN ,13
INVISIBLE WOMAN/SUE ,COUNTERWEIGHT/JACK P,13
BLACK PANTHER/T'CHAL,PSI-LORD/FRANKLIN BE,13
TRIATHLON/DELROY GAR,THOR/DR. DONALD BLAK,13
SPEEDBALL/ROBBIE BAL,SCARLET WITCH/WANDA ,13
BLACK PANTHER/T'CHAL,STORM/ORORO MUNROE S,13
GARGOYLE II/ISAAC CH,WONG,13
ROCK PYTHON,PUFF ADDER,13
SPIDER-MAN/PETER PAR,CANNONBALL II/SAM GU,13
WOLVERINE/LOGAN ,THUNDERBIRD III/NEAL,13
USAGENT/CAPTAIN JOHN,CAPTAIN MARVEL II/MO,13
WOLVERINE/LOGAN ,DEATHBIRD [SHI'AR],13
MARVEL GIRL/JEAN GRE,DAZZLER II/ALLISON B,13
MULTIPLE MAN/JAMES A,CANNONBALL II/SAM GU,13
DOC SAMSON/DR. LEONA,REDEEMER/CRAIG SAUND,13
DIAMONDBACK II/RACHE,"ROSENTHAL, BERNIE",13
INVISIBLE WOMAN/SUE ,"MOY, ALYSSA",13
MARVEL GIRL/JEAN GRE,"GREY, DR. JOHN",13
MARVEL GIRL/JEAN GRE,AVIA,13
AVIA,CYCLOPS/SCOTT SUMMER,13
GALACTUS/GALAN,MORG,13
MANGOG,HOGUN [ASGARDIAN],13
THUNDERBALL/DR. ELIO,HUMAN TORCH/JOHNNY S,13
AVIA,BEAST/HENRY &HANK& P,13
"BUSHMAN, RAOUL",MOON KNIGHT/MARC SPE,13
MANGOG,FANDRAL [ASGARDIAN],13
"PARKER, MAY",SANDMAN/WILLIAM BAKE,13
CATSEYE/SHARON SMITH,WHITE QUEEN/EMMA FRO,13
BISHOP /,LINK,13
POLARIS/LORNA DANE,LEGION II/DAVID HALL,13
KINGPIN/WILSON FISK,"LEEDS, NED",13
MAGNETO/MAGNUS/ERIC ,"CORTEZ, FABIAN",13
HAVOK/ALEX SUMMERS ,THUNDERSTRIKE/ERIC K,13
QUASAR III/WENDELL V,WARLOCK II/ADAM WARL,13
BLACK WIDOW/NATASHA ,NOVA/RICHARD RIDER,13
BLACK WIDOW/NATASHA ,"NELSON, CANDACE",13
SUB-MARINER/NAMOR MA,SHAMAN/MICHAEL TWOYO,13
MYSTIQUE/RAVEN DARKH,"KELLY, SEN. ROBERT E",13
MANGOG,VOLSTAGG,13
STORM/ORORO MUNROE S,SPIDER-WOMAN II/JULI,13
INVISIBLE WOMAN/SUE ,DIABLO/ESTEBAN DE AB,13
MAGNETO/MAGNUS/ERIC ,SCANNER II,13
STARSHINE II/BRANDY ,"LOCKLIN, GENERAL MER",13
WHITE QUEEN/EMMA FRO,JETSTREAM/HAROUD IBN,13
POWER MAN/ERIK JOSTE,"JARVIS, EDWIN ",13
